Unnamed: 0,Tenure,Gender,EducationLevel,LoanStatus,NetPromoterScore,TransactionFrequency,Surname,Age,Geography,ComplaintsCount,HasCrCard,EstimatedSalary,IsActiveMember,AvgTransactionAmount,CustomerSegment,MaritalStatus,DigitalEngagementScore,ID,CreditScore,SavingsAccountFlag,Balance,NumOfProducts,Exited
175,1.0,,University,No loan,10.0,39.0,Yobachukwu,35.0,,,1.0,,,,Mass Market,Married,79.0,5263.0,638.0,,0.0,,0
176,,Male,High School,Active loan,7.0,26.0,Wall,38.0,Germany,0.0,,,0.0,,,,,,570.0,0.0,127201.58,1.0,1
177,2.0,Male,Postgraduate,,0.0,41.0,Robe,38.0,France,,1.0,,0.0,59.7110379883067,,Divorced,62.0,1699.0,,0.0,,2.0,0
178,7.0,Male,University,No loan,8.0,35.0,Capon,41.0,France,0.0,0.0,134878.34,1.0,60.582224563113,Mass Market,Married,53.0,5129.0,485.0,1.0,0.0,2.0,0
179,,Female,,No loan,9.0,,Donaldson,,,,1.0,110784.42,1.0,,Mass Market,Married,33.0,454.0,583.0,1.0,,1.0,0
180,3.0,Female,University,No loan,10.0,29.0,,28.0,Germany,0.0,,13182.43,1.0,,Mass Market,Married,55.0,5544.0,766.0,1.0,62717.84,,0
181,,Female,University,No loan,10.0,31.0,Knight,37.0,France,0.0,1.0,16733.59,0.0,98.2007943972664,Mass Market,Married,,2043.0,,1.0,0.0,2.0,0
182,8.0,Female,University,No loan,8.0,44.0,,61.0,Spain,0.0,0.0,139861.53,1.0,169.101900585521,Mass Market,Married,,2533.0,,,0.0,2.0,0
183,5.0,Male,,,,36.0,Bushell,33.0,Spain,0.0,0.0,,1.0,66.8388938318063,Affluent,,48.0,59.0,757.0,,77253.22,1.0,0
184,1.0,Male,High School,Active loan,6.0,28.0,Le Hunte,36.0,France,,,,1.0,55.1863431222177,Affluent,Single,,4580.0,,0.0,100895.54,,0
185,9.0,Female,,No loan,,,Kenechukwu,,France,0.0,0.0,2803.89,,89.0420794164789,,Married,64.0,6092.0,518.0,1.0,85146.36,1.0,0
186,,,University,,8.0,,Hsia,,France,,1.0,141210.5,,70.4989772706416,,Married,,402.0,543.0,1.0,0.0,2.0,0
187,,,University,No loan,8.0,31.0,Frolova,43.0,Germany,,,111249.62,1.0,82.1598661042357,Mass Market,Married,22.0,4328.0,601.0,,141859.12,2.0,0
188,,Female,University,No loan,,29.0,,,Germany,0.0,0.0,150266.81,,65.2822620947719,Mass Market,,51.0,,616.0,1.0,,2.0,0
189,2.0,Female,Other,Default risk,0.0,25.0,,31.0,France,3.0,,54487.43,0.0,59.3270566430225,High Net Worth,Widowed,,908.0,428.0,0.0,0.0,2.0,0
190,10.0,Male,,No loan,8.0,27.0,Godfrey,38.0,France,0.0,,74846.67,0.0,129.80077573262,Mass Market,Married,54.0,6488.0,648.0,1.0,82697.28,,0
191,9.0,Male,High School,Active loan,5.0,40.0,Lawrence,29.0,,0.0,1.0,80393.27,,114.328260464334,Affluent,Single,53.0,430.0,,,0.0,1.0,0
192,,,University,No loan,9.0,30.0,,32.0,,,,112340.2,1.0,117.514927078603,Mass Market,,,750.0,664.0,,,,0
193,2.0,Male,High School,Active loan,4.0,35.0,H?,42.0,France,0.0,0.0,190040.29,1.0,144.714082534801,Affluent,Single,51.0,3025.0,724.0,,,2.0,0
194,9.0,,University,No loan,,31.0,Millar,,Germany,,0.0,103511.26,,,Mass Market,Married,58.0,3665.0,691.0,1.0,163965.69,2.0,0
195,7.0,Male,University,No loan,10.0,30.0,,38.0,Germany,,1.0,59115.77,1.0,,Mass Market,,,4329.0,,,132767.66,2.0,0
196,4.0,Female,Other,Default risk,,30.0,Moretti,43.0,,3.0,1.0,,0.0,112.698529751688,High Net Worth,Widowed,,4752.0,,0.0,0.0,1.0,0
197,7.0,,University,No loan,8.0,23.0,McDonald,38.0,France,0.0,1.0,124389.61,0.0,93.1746484332588,Mass Market,,54.0,3069.0,602.0,1.0,111835.94,2.0,0
198,,Female,University,,9.0,27.0,,,France,0.0,1.0,104469.06,,90.9867273156921,,,52.0,2264.0,,,,1.0,1
199,10.0,,University,No loan,,34.0,Smith,,France,0.0,1.0,18391.93,,135.2470581267,Mass Market,Married,42.0,4064.0,554.0,1.0,0.0,,0
200,,,Postgraduate,,,33.0,,32.0,Spain,,1.0,67926.18,0.0,97.8116160395368,High Net Worth,,56.0,6014.0,507.0,,0.0,,0
201,7.0,Male,,Active loan,,,,,Spain,0.0,1.0,,1.0,93.8640439692714,Affluent,,76.0,,,1.0,0.0,1.0,0
202,6.0,Female,,No loan,,29.0,Ignatiev,36.0,Germany,0.0,,,,151.336791494056,Mass Market,Married,66.0,2798.0,646.0,1.0,,2.0,0
203,,Male,High School,Active loan,4.0,,Allan,,,,1.0,117505.07,0.0,70.1875324353623,,Single,66.0,2306.0,,0.0,121175.56,1.0,1
204,,Male,University,No loan,,,Douglas,57.0,France,,1.0,72549.27,1.0,,,Married,,2066.0,,1.0,,2.0,1
205,,Male,University,,10.0,32.0,,67.0,France,0.0,0.0,21343.74,1.0,,Mass Market,Married,,,542.0,,129431.36,1.0,0
206,7.0,,High School,,9.0,31.0,,27.0,Spain,,0.0,167522.19,0.0,72.1339878758108,Mass Market,Married,62.0,5630.0,497.0,,149400.27,1.0,0
207,7.0,Male,High School,No loan,9.0,29.0,Golovanov,,France,0.0,1.0,156424.4,,91.5944545901912,,Married,,3166.0,508.0,1.0,,1.0,0
208,7.0,Male,,,,30.0,Murphy,,Spain,,1.0,143859.66,0.0,218.193645322013,Affluent,Single,41.0,5089.0,,,,1.0,0
209,8.0,,High School,Active loan,5.0,,Holmes,,Germany,,1.0,197077.36,1.0,185.650516744762,,Single,27.0,2968.0,757.0,,,,0
210,6.0,,,No loan,5.0,29.0,Kelley,34.0,France,,0.0,197283.2,0.0,,Affluent,Single,43.0,,625.0,1.0,,,0
211,3.0,,High School,,2.0,32.0,Eluemuno,33.0,France,0.0,1.0,,1.0,,Affluent,Single,,331.0,733.0,1.0,0.0,1.0,0
213,8.0,Male,,No loan,,20.0,Arnold,44.0,,0.0,,154639.72,1.0,257.654813682385,Mass Market,Married,53.0,5090.0,,1.0,,,0
214,,Female,,Default risk,1.0,,Bocharova,,France,,0.0,169862.01,1.0,152.056385763203,High Net Worth,,78.0,4279.0,,0.0,23503.31,1.0,1
215,,Male,,,,40.0,,44.0,Germany,,0.0,186285.52,1.0,,,Single,65.0,4277.0,850.0,0.0,140393.65,2.0,0
216,4.0,Male,High School,No loan,9.0,34.0,Fokine,40.0,France,0.0,,147715.83,1.0,110.810541587229,,,60.0,759.0,,1.0,0.0,2.0,0
217,1.0,,University,No loan,8.0,20.0,Bennet,,,0.0,1.0,51553.43,0.0,193.89456128309,Mass Market,,,,800.0,1.0,,2.0,0
218,,,University,No loan,,17.0,Williamson,,Germany,,,,0.0,51.6858383627587,Mass Market,Married,,6530.0,742.0,1.0,190125.43,2.0,0
219,8.0,Male,High School,No loan,9.0,35.0,,,,,1.0,66580.13,,,Affluent,,,,687.0,1.0,69434.4,2.0,1
220,0.0,,High School,No loan,,32.0,Chibugo,28.0,Spain,0.0,1.0,,1.0,42.3517187756489,Mass Market,,67.0,,729.0,1.0,0.0,2.0,1
221,10.0,Female,,Active loan,6.0,33.0,,,Germany,,1.0,,,206.197275186984,Affluent,,,3181.0,672.0,0.0,,1.0,0
222,2.0,Male,High School,Active loan,5.0,23.0,Boulger,37.0,Germany,0.0,0.0,,0.0,,Affluent,,71.0,,654.0,1.0,145610.07,,0
223,5.0,Male,University,No loan,10.0,,Okechukwu,36.0,Germany,,0.0,,0.0,88.1202817966899,,,56.0,127.0,,1.0,190479.48,,0
225,7.0,Female,High School,Active loan,5.0,,Lu,33.0,France,0.0,,120037.36,1.0,73.4018074119632,Affluent,,,1151.0,516.0,1.0,,1.0,0
226,,,,No loan,,27.0,Collier,33.0,France,0.0,0.0,73564.44,0.0,47.1780094626442,Affluent,,37.0,,,1.0,,1.0,0
227,6.0,Female,High School,,4.0,25.0,Akobundu,37.0,,0.0,1.0,110782.88,0.0,206.653818383454,Affluent,Single,63.0,2739.0,611.0,,0.0,2.0,0
228,6.0,Male,High School,,5.0,30.0,Vaguine,18.0,France,0.0,1.0,27308.58,1.0,,,Single,,5193.0,616.0,1.0,0.0,2.0,0
229,2.0,,High School,No loan,9.0,33.0,,35.0,France,,1.0,86764.46,1.0,106.754210637142,,,,5299.0,654.0,,,1.0,0
230,3.0,Male,High School,No loan,,22.0,O'Donnell,36.0,France,0.0,0.0,65147.27,0.0,,Affluent,,,,767.0,1.0,0.0,1.0,0
231,,Male,Postgraduate,Active loan,3.0,,Nnamdi,30.0,Germany,1.0,,68807.47,,60.6594268096775,,Divorced,26.0,5315.0,500.0,,,2.0,0
232,1.0,,University,,,,Chinagorom,,France,,1.0,,,72.2925983144849,Mass Market,,68.0,4857.0,685.0,,132667.17,1.0,0
233,1.0,,,,0.0,31.0,,,France,3.0,0.0,178067.33,,,High Net Worth,,91.0,6737.0,635.0,,,,1
234,3.0,,,Active loan,,32.0,Sumrall,33.0,,,1.0,193131.42,0.0,,,,40.0,394.0,574.0,1.0,129834.67,1.0,0
235,7.0,Female,Postgraduate,,1.0,,Ginn,28.0,,2.0,0.0,102297.15,,,High Net Worth,Divorced,46.0,,,0.0,,,0
236,5.0,,High School,Active loan,4.0,48.0,Y?,29.0,,,,25548.47,1.0,150.037508886314,,Single,85.0,2366.0,729.0,0.0,109676.52,,0
237,,,High School,,4.0,32.0,Wallace,33.0,,0.0,0.0,,,46.6177139448919,,,,2468.0,720.0,0.0,,,0
238,5.0,,,No loan,9.0,25.0,Henderson,34.0,France,0.0,,12092.03,1.0,124.468308020607,Mass Market,Married,59.0,1437.0,,1.0,,,0
239,3.0,Male,High School,Active loan,7.0,,Boyle,45.0,Spain,,,163655.01,,,Affluent,Single,,5635.0,667.0,,0.0,2.0,0
240,5.0,,University,,,,,31.0,Germany,0.0,1.0,74890.58,1.0,164.251207682611,,Married,43.0,,737.0,1.0,,2.0,0
241,2.0,Female,University,,8.0,,Trevisan,,France,0.0,1.0,90655.94,1.0,91.9357623382495,Mass Market,,,,722.0,1.0,88011.4,1.0,1
242,5.0,Male,High School,No loan,9.0,32.0,Dawson,25.0,France,0.0,0.0,98060.51,0.0,70.9923248877816,Mass Market,Married,53.0,5912.0,726.0,1.0,0.0,1.0,0
243,3.0,Male,,No loan,2.0,30.0,,28.0,Spain,0.0,,,0.0,174.222832341485,Affluent,Single,46.0,2176.0,468.0,1.0,0.0,,0
244,7.0,,Postgraduate,Default risk,,19.0,Martin,30.0,France,,1.0,18826.34,1.0,,High Net Worth,Divorced,69.0,,692.0,0.0,,2.0,0
245,,,,,8.0,30.0,Asher,37.0,France,,0.0,173386.95,,,Mass Market,Married,53.0,,639.0,1.0,,1.0,0
246,1.0,Male,University,No loan,8.0,,,33.0,,,0.0,178798.13,0.0,,Mass Market,Married,54.0,48.0,555.0,,56084.69,,0
247,4.0,Male,University,No loan,10.0,32.0,Mullawirraburka,,France,0.0,1.0,162809.2,,,Mass Market,Married,,6437.0,778.0,1.0,0.0,2.0,0
248,,Female,University,,8.0,38.0,Sung,41.0,Germany,0.0,1.0,,,101.312769837277,Mass Market,Married,52.0,2235.0,692.0,1.0,130701.29,1.0,1
249,,Male,,,,,Aitken,51.0,Spain,,1.0,150390.57,,131.58510672484,High Net Worth,,83.0,1686.0,,0.0,0.0,1.0,0
250,2.0,Female,,Active loan,3.0,27.0,Yirawala,,France,,,136915.15,1.0,134.510474323733,High Net Worth,Divorced,44.0,1886.0,767.0,0.0,152509.25,,0
251,6.0,Female,High School,,,,,,,0.0,1.0,140803.7,,263.739226576894,Affluent,,,,706.0,0.0,120621.89,1.0,0
252,9.0,Male,Other,,,,Allan,46.0,France,3.0,0.0,178587.36,0.0,98.9734450866705,High Net Worth,,,2572.0,415.0,0.0,,,1
253,8.0,Female,University,,10.0,,,42.0,,0.0,1.0,191821.35,,86.6102658156658,Mass Market,Married,60.0,5366.0,,1.0,132796.04,,1
254,6.0,Female,,No loan,10.0,,Evans,37.0,France,,,51229.17,0.0,88.024891980953,,,83.0,1630.0,,1.0,0.0,2.0,0
255,2.0,Male,University,No loan,,27.0,Findlay,,,0.0,1.0,52198.84,,130.843993626778,Mass Market,Married,40.0,5777.0,,1.0,120787.18,,0
256,4.0,,University,,,35.0,Compton,32.0,France,0.0,1.0,,1.0,,Mass Market,Married,55.0,2542.0,,1.0,0.0,1.0,0
257,7.0,Female,University,No loan,9.0,34.0,Geoghegan,45.0,,0.0,1.0,,0.0,67.9349700527283,Mass Market,Married,52.0,5372.0,537.0,1.0,,,1
259,,,University,,8.0,33.0,Mosman,46.0,,,0.0,8487.75,1.0,150.08551754509,Mass Market,Married,,19.0,669.0,1.0,0.0,2.0,0
260,6.0,,Postgraduate,Active loan,,,Simpson,22.0,Germany,1.0,1.0,,1.0,,High Net Worth,Divorced,77.0,4155.0,631.0,0.0,,1.0,0
261,5.0,,University,No loan,8.0,,Kung,19.0,Spain,0.0,1.0,,0.0,115.779710701348,Mass Market,,,,739.0,,89750.21,,0
262,,Female,,Active loan,3.0,26.0,Romano,,Germany,1.0,,,,,,Divorced,,4575.0,566.0,0.0,141428.99,2.0,0
263,10.0,,,No loan,9.0,35.0,,,France,,1.0,50759.8,1.0,122.187337097922,Mass Market,,,5651.0,747.0,1.0,,,0
264,5.0,Male,University,No loan,,43.0,Moen,30.0,France,,1.0,12757.14,1.0,279.683594903499,,,,1035.0,646.0,1.0,98014.74,1.0,0
265,3.0,Female,University,No loan,10.0,40.0,Morrison,39.0,,0.0,1.0,124202.26,,97.2506903067146,Mass Market,Married,48.0,6857.0,516.0,,0.0,2.0,0
266,3.0,Female,Other,,0.0,,Rose,25.0,Spain,4.0,1.0,45482.04,0.0,118.873558872241,High Net Worth,Widowed,,5745.0,606.0,,,3.0,1
267,4.0,Female,Postgraduate,Default risk,1.0,,Mason,34.0,France,2.0,1.0,62868.33,,,,,,5091.0,708.0,0.0,,1.0,0
268,0.0,,,,8.0,,Y?an,41.0,,0.0,,107839.03,0.0,96.2066526474384,Mass Market,Married,41.0,6227.0,669.0,,150219.41,2.0,0
269,3.0,,,No loan,8.0,44.0,Faulkner,41.0,,0.0,,,0.0,276.394553657761,,,86.0,5463.0,,,,2.0,0
270,8.0,,Other,Default risk,0.0,30.0,Arkwookerum,,,5.0,1.0,147261.58,0.0,71.4309264581508,High Net Worth,,48.0,,712.0,0.0,113174.21,,0
271,1.0,Female,University,,,33.0,Obioma,,Germany,,1.0,,0.0,96.0254849608735,Mass Market,,26.0,5041.0,711.0,1.0,,2.0,0
272,,,High School,,,,Sleeman,62.0,,,1.0,70916.0,0.0,88.3380138067116,,Single,,2642.0,850.0,1.0,,1.0,1
273,0.0,,University,No loan,9.0,,Lombardo,27.0,France,0.0,0.0,131534.96,1.0,108.856840834121,,Married,,6535.0,,,0.0,2.0,0
274,4.0,,,No loan,8.0,24.0,Andrews,43.0,France,,1.0,149401.33,0.0,55.0520061213266,,,55.0,3879.0,663.0,1.0,87624.03,,0
275,9.0,Male,University,No loan,8.0,28.0,Genovesi,63.0,France,0.0,1.0,78955.8,0.0,87.171912557845,Mass Market,Married,,1732.0,576.0,1.0,0.0,1.0,1
276,,Female,University,No loan,,35.0,Stanton,,France,,1.0,,1.0,224.457904129216,Mass Market,Married,65.0,6406.0,689.0,,77556.79,,0
277,,Female,University,No loan,,24.0,Chukwuemeka,38.0,,0.0,0.0,167984.72,1.0,130.164867490543,,,54.0,5052.0,722.0,,0.0,,0
278,4.0,Female,University,,10.0,30.0,Lambert,40.0,Spain,0.0,1.0,16618.76,,,Mass Market,Married,59.0,4515.0,678.0,1.0,113794.22,1.0,0
279,10.0,Female,High School,No loan,,34.0,,48.0,Spain,0.0,,133486.36,1.0,,Affluent,Single,79.0,4186.0,605.0,1.0,150315.92,,0
280,1.0,Male,University,No loan,9.0,,Hyde,,France,0.0,1.0,154695.57,0.0,158.968852172524,Mass Market,,61.0,6665.0,688.0,1.0,0.0,,0
281,6.0,Female,University,No loan,9.0,,,,Germany,0.0,,126233.18,0.0,119.493916219101,Mass Market,,,2037.0,750.0,1.0,,1.0,1
282,9.0,Female,High School,Active loan,6.0,,Manna,46.0,,0.0,1.0,,0.0,,Affluent,Single,41.0,,,,66582.81,1.0,1
283,,,University,No loan,8.0,,Hutchinson,26.0,,0.0,,112507.63,0.0,,Mass Market,Married,28.0,3425.0,575.0,1.0,0.0,2.0,0
284,,Female,High School,No loan,5.0,,,40.0,,0.0,0.0,166468.21,0.0,80.675749932214,Affluent,Single,59.0,5986.0,,,150490.32,1.0,1
285,5.0,Female,,,,24.0,Napolitani,28.0,Germany,0.0,0.0,,,137.991522178314,Affluent,,60.0,5949.0,650.0,1.0,,,1
286,,,Postgraduate,,3.0,31.0,,42.0,,1.0,,85424.34,1.0,,High Net Worth,Divorced,56.0,,579.0,0.0,137560.38,2.0,0
287,3.0,Male,,Active loan,7.0,,,47.0,,,0.0,145704.19,0.0,54.3752497157513,High Net Worth,,,,553.0,0.0,,1.0,1
288,6.0,Male,University,No loan,,24.0,Bearce,31.0,,,0.0,80181.12,0.0,117.01660226741,Mass Market,Married,65.0,10.0,528.0,1.0,,2.0,0
289,0.0,Male,High School,No loan,2.0,,McClinton,34.0,,0.0,0.0,160346.3,1.0,54.3356026235055,Affluent,Single,65.0,,590.0,1.0,,2.0,0
290,,Female,University,No loan,8.0,26.0,Gallo,40.0,France,0.0,1.0,183963.34,,82.6399400358394,Mass Market,Married,70.0,5572.0,642.0,1.0,,,0
291,,,High School,Active loan,6.0,29.0,Geach,,France,0.0,,4033.39,0.0,,Affluent,,38.0,5992.0,,,121159.65,1.0,1
292,8.0,Female,University,,,,,27.0,,0.0,,,0.0,91.1025005357244,,,52.0,3476.0,657.0,1.0,,2.0,0
293,9.0,,High School,Active loan,,26.0,Wall,22.0,,0.0,1.0,68297.61,0.0,,Affluent,Single,51.0,,,,99339.0,,1
294,3.0,Female,,Active loan,5.0,27.0,Hayward,,France,0.0,1.0,63218.85,0.0,48.4928689226412,Affluent,Single,,927.0,781.0,1.0,128345.69,2.0,0
295,10.0,Female,,No loan,8.0,32.0,H?,40.0,,0.0,0.0,193408.43,0.0,66.2741066096537,Mass Market,Married,46.0,4809.0,554.0,1.0,136093.74,,0
296,3.0,,,No loan,9.0,35.0,Shao,,France,,1.0,,1.0,,Mass Market,Married,39.0,212.0,681.0,1.0,0.0,2.0,0
297,,Male,,No loan,9.0,31.0,Ch'ang,77.0,Germany,,,,1.0,126.111787688613,Mass Market,Married,63.0,4760.0,824.0,,27517.15,2.0,0
298,,Male,,No loan,10.0,28.0,Russo,29.0,France,,,12186.83,0.0,121.523228576118,Mass Market,Married,,,552.0,1.0,0.0,2.0,0
299,,,University,No loan,8.0,,Moss,,France,0.0,,20968.88,0.0,104.822520785279,Mass Market,Married,,1566.0,644.0,,0.0,,0
300,9.0,Male,High School,No loan,2.0,,McKenzie,,Spain,0.0,0.0,,,33.6601899381756,,Single,33.0,,695.0,1.0,,3.0,0
301,,,High School,No loan,,23.0,McIntosh,,,0.0,1.0,171021.44,0.0,170.565410441894,Affluent,Single,30.0,,,1.0,0.0,2.0,0
302,6.0,Male,Postgraduate,Active loan,3.0,31.0,,31.0,France,1.0,1.0,145700.22,1.0,171.589389378467,,Divorced,,471.0,652.0,0.0,0.0,2.0,0
303,,,University,,,38.0,,36.0,,0.0,,121505.61,1.0,54.4076597966769,Mass Market,Married,70.0,4713.0,665.0,,,2.0,0
304,5.0,,High School,Active loan,7.0,31.0,,41.0,,0.0,1.0,,0.0,173.396786315231,,,42.0,,518.0,0.0,110624.99,1.0,0
305,3.0,Female,High School,Active loan,,29.0,Russell,54.0,Germany,0.0,1.0,,,91.5443993600663,Affluent,Single,75.0,5013.0,699.0,,111009.32,1.0,1
306,,Female,University,No loan,9.0,29.0,McGregor,37.0,France,0.0,1.0,169583.18,1.0,84.6657869398769,Mass Market,,,,,,89634.69,1.0,1
307,8.0,Male,University,No loan,9.0,35.0,Griffiths,,France,0.0,,21760.96,,,Mass Market,Married,46.0,1030.0,,1.0,0.0,1.0,0
308,6.0,Female,,No loan,8.0,20.0,Chia,43.0,Spain,0.0,1.0,113276.46,1.0,,Mass Market,Married,60.0,1501.0,609.0,1.0,86053.52,,1
309,9.0,Male,Postgraduate,Default risk,1.0,,,46.0,Spain,,1.0,34774.26,,262.927512194197,High Net Worth,,,5559.0,774.0,0.0,0.0,2.0,0
310,7.0,Female,,Default risk,1.0,29.0,Yates,22.0,Germany,2.0,1.0,102246.0,0.0,138.378896989879,High Net Worth,Divorced,71.0,2832.0,513.0,0.0,171601.27,1.0,0
311,1.0,Male,High School,Active loan,,27.0,,31.0,,,,134790.74,,352.874586127255,Affluent,Single,,5290.0,698.0,0.0,156111.24,1.0,0
312,0.0,Male,University,No loan,,,Longstaff,30.0,France,0.0,1.0,,1.0,126.433725644778,Mass Market,Married,,903.0,824.0,1.0,,1.0,0
313,5.0,Male,,Active loan,,31.0,Hsiao,,France,,0.0,,0.0,,High Net Worth,Divorced,,3024.0,745.0,0.0,,2.0,0
314,,,High School,Active loan,4.0,32.0,McWilliams,43.0,,,1.0,100187.43,1.0,97.7137467556322,Affluent,Single,59.0,23.0,574.0,0.0,,1.0,0
315,3.0,,High School,Active loan,5.0,26.0,Chukwukere,,France,0.0,1.0,163457.55,0.0,332.721360121031,Affluent,Single,40.0,5055.0,624.0,1.0,0.0,2.0,0
316,5.0,Male,,No loan,10.0,32.0,Bryan,34.0,France,0.0,1.0,,0.0,,Mass Market,Married,,6605.0,613.0,1.0,144094.2,1.0,0
317,3.0,,University,No loan,10.0,30.0,,36.0,Spain,0.0,1.0,186948.35,1.0,166.162381196901,Mass Market,Married,66.0,,772.0,1.0,,1.0,0
318,,Female,University,No loan,,,,38.0,Spain,0.0,,103760.53,0.0,117.86003325121,,Married,77.0,6226.0,649.0,1.0,0.0,,0
319,,Male,,No loan,9.0,30.0,,50.0,Germany,0.0,,195937.16,1.0,,,Married,,3364.0,,1.0,,1.0,0
320,2.0,Female,Postgraduate,Active loan,7.0,,Paterson,39.0,France,1.0,1.0,176791.27,1.0,144.013159741903,High Net Worth,Divorced,,764.0,850.0,,,1.0,0
321,4.0,Female,,No loan,9.0,,Gearhart,25.0,France,0.0,1.0,56268.98,1.0,,Mass Market,Married,75.0,6640.0,,1.0,121172.97,1.0,0
322,,Female,,No loan,8.0,30.0,,,,0.0,0.0,15462.84,0.0,76.4712387059909,Mass Market,,52.0,,616.0,1.0,,1.0,0
323,1.0,,University,No loan,10.0,29.0,Lee,31.0,Germany,,1.0,,1.0,113.163846490581,,Married,59.0,3753.0,,,141069.18,,0
324,2.0,Female,University,No loan,8.0,30.0,Bellucci,38.0,,0.0,0.0,10137.34,,60.1911401715683,Mass Market,Married,68.0,6237.0,,1.0,,,1
325,9.0,Male,High School,No loan,,22.0,,,France,0.0,1.0,,1.0,,Affluent,Single,75.0,1739.0,700.0,1.0,65962.63,1.0,0
326,3.0,Male,High School,Active loan,6.0,,Johnson,,Spain,0.0,1.0,77047.78,1.0,62.8107308978038,Affluent,Single,71.0,6777.0,,0.0,,,0
327,4.0,,Postgraduate,Active loan,1.0,30.0,Korovina,38.0,France,,0.0,,0.0,63.459520495319,High Net Worth,,52.0,,,,0.0,2.0,0
328,8.0,Male,University,No loan,9.0,,Barker,22.0,,0.0,0.0,,0.0,,,Married,45.0,3970.0,686.0,1.0,0.0,2.0,0
329,5.0,Female,High School,Active loan,7.0,28.0,,47.0,,,1.0,65481.86,1.0,,,Single,74.0,,586.0,0.0,,2.0,0
330,5.0,Male,University,No loan,10.0,34.0,Savage,41.0,Spain,,0.0,143203.78,0.0,64.5378187983791,Mass Market,Married,50.0,4863.0,605.0,,103154.66,,0
331,0.0,Female,University,No loan,9.0,35.0,Kozlova,,France,0.0,1.0,127233.39,1.0,160.700020878971,Mass Market,,75.0,6452.0,597.0,1.0,44928.88,1.0,0
332,5.0,Male,University,No loan,10.0,33.0,Humphries,40.0,Spain,0.0,1.0,88947.56,0.0,56.8625587039033,,Married,28.0,2242.0,,1.0,0.0,2.0,0
333,4.0,Male,,No loan,8.0,34.0,Sun,45.0,Germany,0.0,,74005.04,0.0,,Mass Market,Married,,5435.0,713.0,1.0,131038.14,1.0,1
334,2.0,,University,,10.0,27.0,Murray,43.0,,0.0,1.0,,,180.660741190862,,Married,62.0,1590.0,572.0,1.0,,1.0,1
335,4.0,Female,,No loan,,27.0,Fan,,,,1.0,,1.0,,,,67.0,5352.0,422.0,1.0,0.0,2.0,0
336,10.0,,University,,10.0,31.0,,,Spain,0.0,1.0,97893.4,0.0,251.341388344781,Mass Market,,60.0,6764.0,850.0,1.0,69608.14,1.0,1
337,,,High School,,5.0,,Clamp,51.0,Spain,,,,,,Affluent,Single,,,611.0,,122874.74,1.0,0
338,5.0,Male,University,No loan,9.0,27.0,Estep,72.0,,0.0,1.0,78695.68,1.0,59.8171575671764,Mass Market,Married,76.0,2398.0,,1.0,94216.05,1.0,0
339,1.0,Female,,No loan,2.0,23.0,Ugochukwu,,,,,112442.63,0.0,44.0873549345747,Affluent,Single,,3368.0,619.0,1.0,0.0,1.0,1
340,,Female,High School,No loan,9.0,36.0,Moysey,37.0,,0.0,0.0,80215.2,,110.445960238424,Mass Market,Married,61.0,2418.0,,,113899.92,1.0,0
341,4.0,Male,University,No loan,9.0,24.0,Okechukwu,54.0,Germany,0.0,1.0,172601.62,1.0,,Mass Market,Married,58.0,,566.0,,118614.6,2.0,0
342,9.0,Female,,No loan,,28.0,Lorenzo,,,0.0,1.0,169719.35,1.0,39.9495905821933,,Married,89.0,1951.0,,1.0,0.0,3.0,1
343,1.0,,,No loan,10.0,,Ferri,45.0,France,0.0,0.0,,1.0,,Mass Market,Married,,6816.0,530.0,,0.0,1.0,1
344,4.0,,,No loan,9.0,30.0,Ankudinova,29.0,,0.0,1.0,131363.57,1.0,57.1141470166573,Mass Market,Married,53.0,4193.0,,1.0,153040.03,1.0,1
345,0.0,Male,University,No loan,8.0,24.0,Baryshnikov,43.0,,0.0,1.0,2920.63,1.0,76.5976429641043,Mass Market,Married,35.0,2983.0,741.0,1.0,0.0,,1
346,4.0,,Postgraduate,Active loan,3.0,26.0,Sal,38.0,Germany,,1.0,176712.59,0.0,164.331568083178,High Net Worth,,88.0,2067.0,578.0,,113150.44,,1
347,,Male,,No loan,8.0,32.0,Dellucci,43.0,,0.0,,,1.0,64.9225485883434,,Married,79.0,1202.0,685.0,1.0,,2.0,0
348,3.0,Female,University,,,24.0,Wickham,48.0,France,0.0,0.0,21228.34,,72.5270579357166,Mass Market,Married,89.0,668.0,684.0,1.0,73309.38,1.0,1
349,,Male,Postgraduate,Default risk,1.0,,P'eng,20.0,France,2.0,1.0,31288.77,,63.0385835337721,High Net Worth,Divorced,,,850.0,,0.0,2.0,0
350,9.0,Female,High School,,5.0,34.0,Hu,54.0,Germany,0.0,1.0,195771.95,1.0,,Affluent,,52.0,2996.0,572.0,1.0,97382.53,,0
351,3.0,Male,High School,Active loan,5.0,28.0,Scott,33.0,,0.0,1.0,57751.21,1.0,,,Single,50.0,5734.0,,1.0,155736.42,2.0,0
352,7.0,,High School,Active loan,6.0,30.0,,52.0,Germany,0.0,1.0,190806.36,1.0,52.9510109383383,Affluent,Single,,,647.0,0.0,130013.12,1.0,1
353,6.0,Male,,Active loan,,22.0,,26.0,France,,,,0.0,69.0661963402605,Affluent,Single,58.0,,,,98684.15,1.0,0
354,,,Postgraduate,,,,Kovalev,,Spain,1.0,1.0,104786.59,,70.19268970788,High Net Worth,Divorced,42.0,,683.0,0.0,0.0,2.0,0
